radio,mcc,mnc,operator,lac,cellid,lat,lon,range,averageSignal,created,sample_data,network_type,country,region_type,lat_normalized,lon_normalized,range_normalized,averageSignal_normalized
LTE,262,2,Vodafone,1932,35853,48.14877454892482,11.57219101388085,954,-72,2025-07-03 02:40:55,True,4G,Germany,Munich City Center,0.4974420801892643,0.5401011682471952,0.01674641148325359,0.4482758620689655
LTE,262,2,Vodafone,1464,34530,48.144260203581325,11.599506414012131,813,-76,2025-08-12 16:35:54,True,4G,Germany,Munich City Center,0.48234638764670346,0.5953264691345492,0.0014136581122227054,0.3103448275862069
UMTS,262,2,Vodafone,1053,13820,48.14068779118084,11.590961437938981,1112,-75,2024-12-03 01:47:48,True,3G,Germany,Munich City Center,0.47040046080025605,0.5780505415461943,0.033927794693344934,0.3448275862068966
LTE,262,2,Vodafone,1216,17802,48.13301757954722,11.553142544180332,1875,-77,2025-06-02 15:34:49,True,4G,Germany,Munich City Center,0.4447517459263923,0.5015896521940185,0.1168986515876468,0.27586206896551724
UMTS,262,1,Telekom,1588,12537,48.136928948515944,11.574863235417071,1620,-63,2025-03-17 10:04:40,True,3G,Germany,Munich City Center,0.45783112264209647,0.5455037703568554,0.08916920400173989,0.7586206896551724
NR,262,7,O2,4395,21834,48.13581694110432,11.563154499340657,1197,-72,2025-03-03 21:25:12,True,5G,Germany,Munich City Center,0.4541126384071532,0.5218314657329841,0.043170943888647235,0.4482758620689655
LTE,262,7,O2,4324,41283,48.15142493559195,11.582108263937158,945,-69,2025-05-14 23:54:25,True,4G,Germany,Munich City Center,0.5063048098214838,0.560151510387618,0.01576772509786864,0.5517241379310345
GSM,262,7,O2,3923,38415,48.149857984067204,11.572408799970413,1678,-84,2025-04-08 14:03:34,True,2G,Germany,Munich City Center,0.5010650205172126,0.5405414803886013,0.09547629404088734,0.034482758620689655
LTE,262,2,Vodafone,1019,14568,48.14655833929514,11.563845741529779,1741,-75,2025-08-20 01:39:14,True,4G,Germany,Munich City Center,0.49003121180549813,0.5232289945151664,0.10232709873858199,0.3448275862068966
LTE,262,7,O2,1091,16937,48.14814499538547,11.56782936773743,1633,-71,2025-01-23 19:19:41,True,4G,Germany,Munich City Center,0.49533689196241126,0.5312829477753398,0.09058286211396259,0.4827586206896552
GSM,262,1,Telekom,2522,46819,48.14024544965502,11.562864659090051,1923,-73,2025-08-07 21:51:23,True,2G,Germany,Munich City Center,0.46892129800598953,0.521245477060952,0.12211831230969987,0.41379310344827586
NR,262,7,O2,3342,36344,48.14454222520959,11.579224401064598,1369,-70,2025-04-28 09:38:44,True,5G,Germany,Munich City Center,0.4832894505864466,0.5543210193792654,0.061874728142670726,0.5172413793103449
UMTS,262,7,O2,2657,35015,48.13351462778191,11.594476463237104,1212,-64,2025-05-25 19:44:55,True,3G,Germany,Munich City Center,0.44641384458274463,0.5851570942154776,0.04480208786428882,0.7241379310344828
NR,262,7,O2,3593,14991,48.13985775504966,11.579599109667058,1277,-83,2025-04-02 11:19:47,True,5G,Germany,Munich City Center,0.4676248711450432,0.555078591855467,0.05187037842540235,0.06896551724137931
LTE,262,2,Vodafone,4536,38377,48.157562382313856,11.591505199658087,1933,-77,2025-06-01 01:26:40,True,4G,Germany,Munich City Center,0.526828053317639,0.5791498995788179,0.12320574162679426,0.27586206896551724
UMTS,262,2,Vodafone,1329,38640,48.144708150161684,11.567917809493286,1457,-64,2025-08-03 07:37:12,True,3G,Germany,Munich City Center,0.4838442933978278,0.5314617561601599,0.07144410613310134,0.7241379310344828
UMTS,262,2,Vodafone,2026,32356,48.15557836199218,11.579781113407773,1615,-83,2025-07-05 14:02:07,True,3G,Germany,Munich City Center,0.5201936116665555,0.5554465605213222,0.0886254893431927,0.06896551724137931
NR,262,2,Vodafone,3516,35698,48.145044865134594,11.55195631912276,1481,-61,2025-06-14 09:02:31,True,5G,Germany,Munich City Center,0.4849702475104994,0.49919138471817515,0.07405393649412788,0.8275862068965517
LTE,262,2,Vodafone,1763,31840,48.13615976732592,11.574901716920495,1304,-74,2025-05-21 12:30:07,True,4G,Germany,Munich City Center,0.455259028158709,0.5455815708867748,0.0548064375815572,0.3793103448275862
LTE,262,7,O2,3596,24999,48.147404566426054,11.572819364354771,1183,-80,2024-11-06 00:31:13,True,4G,Germany,Munich City Center,0.49286094316574125,0.5413715448046761,0.04164854284471509,0.1724137931034483
NR,262,1,Telekom,2015,35407,48.147966597527876,11.577791010225699,1173,-67,2025-07-19 14:39:58,True,5G,Germany,Munich City Center,0.4947403405239179,0.5514230409499928,0.04056111352762071,0.6206896551724138
LTE,262,1,Telekom,2957,21168,48.150813070095964,11.560325820038956,1493,-58,2025-07-18 09:06:17,True,4G,Germany,Munich City Center,0.5042587693212642,0.5161125428982666,0.07535885167464115,0.9310344827586207
LTE,262,2,Vodafone,4853,10420,48.13874799662925,11.574482520453396,853,-56,2025-08-09 09:38:34,True,4G,Germany,Munich City Center,0.463913907398062,0.54473405443396,0.005763375380600261,1.0
LTE,262,7,O2,2779,25855,48.14165468569321,11.55259984465373,1574,-82,2024-12-17 11:47:06,True,4G,Germany,Munich City Center,0.47363369644557807,0.5004924416642829,0.0841670291431057,0.10344827586206896
UMTS,262,7,O2,1584,37526,48.130080585743826,11.581502219008575,1017,-85,2025-07-22 20:32:09,True,3G,Germany,Munich City Center,0.4349306196983445,0.5589262303854436,0.02359721618094824,0.0
LTE,262,7,O2,4352,37233,48.150627863542056,11.593194922180729,1707,-60,2025-09-10 05:47:18,True,4G,Germany,Munich City Center,0.5036394500220228,0.5825661202558182,0.09862983906046106,0.8620689655172413
LTE,262,2,Vodafone,1681,29546,48.15447041113923,11.554596922332282,1078,-63,2025-09-18 07:44:37,True,4G,Germany,Munich City Center,0.5164886923137488,0.5045300620236162,0.03023053501522401,0.7586206896551724
NR,262,2,Vodafone,2086,49796,48.159496496776576,11.587759562764965,1953,-60,2024-12-31 09:45:59,True,5G,Germany,Munich City Center,0.5332956128528047,0.5715771046190788,0.12538060026098305,0.8620689655172413
NR,262,1,Telekom,3773,44997,48.146828061424635,11.570665015907418,864,-57,2025-07-04 23:27:55,True,5G,Germany,Munich City Center,0.4909331459795531,0.5370159600191887,0.006959547629404089,0.9655172413793104
LTE,262,2,Vodafone,4245,31763,48.13177548314207,11.555364178262598,1304,-61,2024-10-11 10:01:45,True,4G,Germany,Munich City Center,0.4405982521164016,0.5060812726742272,0.0548064375815572,0.8275862068965517
LTE,262,2,Vodafone,2297,13316,48.14693763804213,11.595221807180002,1550,-74,2025-09-19 07:14:06,True,4G,Germany,Munich City Center,0.4912995634336303,0.586664003992133,0.08155719878207916,0.3793103448275862
NR,262,2,Vodafone,3371,34103,48.15199004777705,11.568420121128597,1284,-76,2024-12-30 12:05:12,True,5G,Germany,Munich City Center,0.5081945101322103,0.53247731189304,0.05263157894736842,0.3103448275862069
LTE,262,7,O2,2147,44782,48.144155550472846,11.599633587543012,957,-71,2025-09-30 07:23:15,True,4G,Germany,Munich City Center,0.4819964341032714,0.5955835840394771,0.017072640278381904,0.4827586206896552
NR,262,7,O2,1416,49470,48.14488234856802,11.568655036417338,892,-77,2025-03-03 18:10:44,True,5G,Germany,Munich City Center,0.48442680213017747,0.5329522552378727,0.010004349717268378,0.27586206896551724
NR,262,1,Telekom,2245,47578,48.13618151585124,11.591291971692955,1596,-58,2024-12-17 20:52:52,True,5G,Germany,Munich City Center,0.4553317538866955,0.5787188028906712,0.08655937364071335,0.9310344827586207
LTE,262,1,Telekom,2346,14626,48.15556428566498,11.555836885114665,1256,-60,2025-03-01 04:28:13,True,4G,Germany,Munich City Center,0.520146541296141,0.5070369745131694,0.049586776859504134,0.8620689655172413
LTE,262,7,O2,2937,19061,48.15092574948644,11.558067311478384,953,-75,2025-09-02 10:49:10,True,4G,Germany,Munich City Center,0.5046355622569132,0.5115463709141537,0.01663766855154415,0.3448275862068966
LTE,262,2,Vodafone,1135,18639,48.15783511473827,11.596490590492195,1816,-61,2024-12-07 01:09:03,True,4G,Germany,Munich City Center,0.5277400537323315,0.589229184800028,0.11048281861678991,0.8275862068965517
LTE,262,7,O2,2758,12526,48.15873085765822,11.56532922158908,1510,-79,2025-03-16 14:59:45,True,4G,Germany,Munich City Center,0.5307353628387215,0.5262282415421748,0.0772074815137016,0.20689655172413793
GSM,262,1,Telekom,2092,32089,48.13910603020622,11.585147927502131,1235,-82,2024-12-09 14:33:13,True,2G,Germany,Munich City Center,0.4651111496085368,0.5662969936741588,0.04730317529360591,0.10344827586206896
GSM,262,7,O2,1335,38723,48.159740420380494,11.55513883238553,1155,-71,2025-08-07 23:08:43,True,2G,Germany,Munich City Center,0.5341112783476756,0.5056256764243102,0.0386037407568508,0.4827586206896552
LTE,262,7,O2,3356,46756,48.13355418664911,11.583167367588413,908,-71,2025-09-22 07:32:13,True,4G,Germany,Munich City Center,0.4465461269960399,0.5622927683421166,0.0117442366246194,0.4827586206896552
NR,262,1,Telekom,2229,46737,48.13173370111047,11.556406924108636,1885,-85,2025-01-07 08:11:19,True,5G,Germany,Munich City Center,0.44045853557837217,0.5081894590020748,0.11798608090474119,0.0
LTE,262,7,O2,3692,36481,48.14707419375087,11.599006774523794,1212,-65,2024-10-21 16:03:51,True,4G,Germany,Munich City Center,0.491756197305687,0.5943163158530295,0.04480208786428882,0.6896551724137931
NR,262,7,O2,2907,25269,48.15888820086185,11.598582198470668,1986,-61,2024-12-10 15:26:11,True,5G,Germany,Munich City Center,0.531261508812272,0.5934579231452255,0.12896911700739452,0.8275862068965517
NR,262,2,Vodafone,4983,17483,48.14344214979961,11.55228128502292,1218,-69,2024-12-24 20:10:56,True,5G,Germany,Munich City Center,0.4796108662294444,0.4998483891745681,0.045454545454545456,0.5517241379310345
LTE,262,7,O2,3185,46018,48.15170136693762,11.57515540043,1538,-60,2025-01-01 19:53:05,True,4G,Germany,Munich City Center,0.5072291792008561,0.5460944591503654,0.0802522836015659,0.8620689655172413
NR,262,7,O2,3843,34781,48.14582647644141,11.55956277607799,917,-78,2024-11-07 00:37:00,True,5G,Germany,Munich City Center,0.48758390753818037,0.5145698478569317,0.01272292301000435,0.2413793103448276
NR,262,7,O2,1850,32929,48.152032286426326,11.579339732342696,918,-63,2024-10-22 12:07:48,True,5G,Germany,Munich City Center,0.5083357535716034,0.5545541920402569,0.01283166594171379,0.7586206896551724
LTE,262,2,Vodafone,2422,16282,48.158324846587384,11.552826678730481,1474,-62,2024-12-01 17:14:12,True,4G,Germany,Munich City Center,0.5293776868463305,0.5009510467031927,0.07329273597216181,0.7931034482758621
GSM,262,2,Vodafone,2751,41431,48.15867788833681,11.588109149349016,1673,-71,2024-12-20 02:05:17,True,2G,Germany,Munich City Center,0.5305582366932148,0.5722838862952611,0.09493257938234015,0.4827586206896552
LTE,262,1,Telekom,3558,25564,48.15261530355295,11.556573156220013,1854,-73,2025-03-30 22:23:51,True,4G,Germany,Munich City Center,0.5102853269030333,0.5085255411507467,0.11461505002174859,0.41379310344827586
UMTS,262,1,Telekom,3055,36452,48.13536643555858,11.554354396865488,1148,-77,2025-01-23 22:58:53,True,3G,Germany,Munich City Center,0.45260617563353017,0.5040397326924638,0.03784254023488473,0.27586206896551724
LTE,262,2,Vodafone,3330,41017,48.13371655619,11.575909731451175,1701,-69,2024-12-29 18:27:51,True,4G,Germany,Munich City Center,0.4470890807315495,0.5476195386810613,0.09797738147020443,0.5517241379310345
GSM,262,1,Telekom,3277,24607,48.150276638976585,11.592685459125036,1774,-73,2024-11-21 07:47:18,True,2G,Germany,Munich City Center,0.5024649767262709,0.581536106036499,0.10591561548499348,0.41379310344827586
UMTS,262,7,O2,3369,16218,48.15786321365593,11.592558277905104,1353,-58,2025-04-18 15:42:46,True,3G,Germany,Munich City Center,0.5278340147808339,0.581278975586122,0.0601348412353197,0.9310344827586207
LTE,262,7,O2,3795,34981,48.13603576385962,11.572455202714245,1524,-62,2025-03-14 01:16:17,True,4G,Germany,Munich City Center,0.4548443682115615,0.5406352957996082,0.07872988255763376,0.7931034482758621
UMTS,262,7,O2,3572,23075,48.14019477816497,11.581249491414502,1743,-60,2024-10-31 13:49:39,True,3G,Germany,Munich City Center,0.4687518556668947,0.5584152747575498,0.10254458460200087,0.8620689655172413
UMTS,262,7,O2,4450,32863,48.15043171289987,11.582456055917566,1851,-72,2025-07-06 07:21:05,True,3G,Germany,Munich City Center,0.5029835343662163,0.560854663798219,0.11428882122662026,0.4482758620689655
LTE,262,1,Telekom,1677,44487,48.14068280731614,11.595541668263131,1146,-78,2024-10-14 18:54:44,True,4G,Germany,Munich City Center,0.4703837950639331,0.587310687711686,0.037625054371465856,0.2413793103448276
UMTS,262,7,O2,4798,13102,48.13606590768834,11.566208571660773,1601,-75,2024-10-13 11:38:21,True,3G,Germany,Munich City Center,0.45494516731660245,0.5280060801263144,0.08710308829926054,0.3448275862068966
LTE,262,1,Telekom,1640,14281,48.132491025648,11.595715529800573,1188,-65,2025-03-10 08:51:02,True,4G,Germany,Munich City Center,0.44299098214672844,0.5876621947616232,0.04219225750326229,0.6896551724137931
UMTS,262,1,Telekom,2291,25765,48.15884290362867,11.568912950137621,1866,-81,2024-11-28 09:01:57,True,3G,Germany,Munich City Center,0.5311100376568395,0.5334736959906036,0.11591996520226186,0.13793103448275862
LTE,262,7,O2,3956,17255,48.157602350844336,11.5687242442899,1780,-66,2025-05-28 18:57:20,True,4G,Germany,Munich City Center,0.5269617056197103,0.5330921772440532,0.10656807307525011,0.6551724137931034
GSM,262,2,Vodafone,2345,48848,48.1527821891688,11.572357654250087,1573,-76,2025-07-24 22:59:09,True,2G,Germany,Munich City Center,0.5108433821148142,0.5404380757970336,0.08405828621139626,0.3103448275862069
UMTS,262,1,Telekom,3689,42864,48.143677535004095,11.599365976834845,1582,-75,2025-08-06 01:14:23,True,3G,Germany,Munich City Center,0.48039797984295424,0.5950425382628015,0.08503697259678121,0.3448275862068966
LTE,262,2,Vodafone,2779,12978,48.154064208444154,11.574252487159827,1267,-56,2025-04-27 18:46:12,True,4G,Germany,Munich City Center,0.5151303755417176,0.5442689813326911,0.05078294910830796,1.0
NR,262,7,O2,2960,26096,48.1377132189264,11.589563926477066,1740,-76,2025-01-25 04:45:41,True,5G,Germany,Munich City Center,0.46045367454843983,0.5752251027604954,0.10221835580687255,0.3103448275862069
LTE,262,1,Telekom,4713,15497,48.13613243336257,11.597354252228374,1868,-78,2024-10-28 08:22:43,True,4G,Germany,Munich City Center,0.45516762507025665,0.5909753052674629,0.11613745106568073,0.2413793103448276
LTE,262,1,Telekom,1866,32734,48.15379718275508,11.586827763596512,1657,-67,2024-11-08 07:16:38,True,4G,Germany,Munich City Center,0.5142374580982004,0.5696932263234242,0.09319269247498913,0.6206896551724138
LTE,262,7,O2,4297,21703,48.15341827107159,11.572410990859758,1511,-80,2024-11-09 06:27:17,True,4G,Germany,Munich City Center,0.512970400786556,0.5405459098504701,0.07731622444541104,0.1724137931034483
NR,262,1,Telekom,4553,21717,48.14063284140303,11.580830398390079,1002,-79,2025-05-24 01:06:29,True,5G,Germany,Munich City Center,0.4702167121306453,0.5575679674414459,0.021966072205306657,0.20689655172413793
LTE,262,7,O2,1972,39475,48.13981858750916,11.560457846932776,1441,-70,2025-06-25 15:31:47,True,4G,Germany,Munich City Center,0.46749389730408847,0.5163794701591289,0.06970421922575033,0.5172413793103449
LTE,262,2,Vodafone,3597,28441,48.144317319489105,11.558555502548222,1372,-65,2025-09-21 06:38:20,True,4G,Germany,Munich City Center,0.48253737972141675,0.512533378191834,0.06220095693779904,0.6896551724137931
NR,262,1,Telekom,3073,45806,48.15640537042603,11.580477955375466,1395,-70,2025-03-27 15:42:52,True,5G,Germany,Munich City Center,0.522959076888556,0.5568554107359208,0.06470204436711614,0.5172413793103449
NR,262,2,Vodafone,4167,15880,48.139595958964975,11.575450242004358,1217,-81,2025-01-01 02:47:27,True,5G,Germany,Munich City Center,0.4667494411762295,0.5466905593202225,0.045345802522836015,0.13793103448275862
LTE,262,7,O2,2883,31258,48.151247052593384,11.58115387172775,903,-82,2025-03-24 04:06:12,True,4G,Germany,Munich City Center,0.5057099800398547,0.558221954288282,0.011200521966072205,0.10344827586206896
LTE,262,7,O2,3409,37493,48.137563197235075,11.566531755760947,1508,-68,2024-11-12 18:53:17,True,4G,Germany,Munich City Center,0.4599520112607094,0.5286594822031024,0.07698999565028274,0.5862068965517241
LTE,262,1,Telekom,3006,49962,48.158873149076015,11.581275932087916,922,-78,2024-10-27 02:31:52,True,4G,Germany,Munich City Center,0.531211176568297,0.5584687315671865,0.013266637668551544,0.2413793103448276
GSM,262,2,Vodafone,2341,42467,48.148826748559486,11.575643492469544,1011,-75,2024-10-17 07:38:26,True,2G,Germany,Munich City Center,0.49761663254975036,0.5470812662121302,0.022944758590691606,0.3448275862068966
GSM,262,1,Telekom,3179,38078,48.15427167486412,11.586824989639863,1725,-82,2025-09-26 04:07:07,True,2G,Germany,Munich City Center,0.5158241304608481,0.5696876180368965,0.10058721183123097,0.10344827586206896
LTE,262,7,O2,4985,45743,48.15442855523655,11.579513839454515,1686,-78,2025-03-27 09:05:04,True,4G,Germany,Munich City Center,0.5163487287553878,0.5549061955837026,0.09634623749456285,0.2413793103448276
LTE,262,1,Telekom,2560,34374,48.14560022509973,11.599352811128586,1664,-68,2025-04-28 21:08:12,True,4G,Germany,Munich City Center,0.4868273369988312,0.595015920307874,0.0939538929969552,0.5862068965517241
UMTS,262,1,Telekom,1469,39019,48.1475546761755,11.568752773213689,1209,-62,2025-07-12 13:22:49,True,3G,Germany,Munich City Center,0.4933629009144052,0.5331498560037511,0.0444758590691605,0.7931034482758621
UMTS,262,2,Vodafone,1409,35368,48.15631993995239,11.558156183416088,1894,-68,2024-11-14 03:10:53,True,3G,Germany,Munich City Center,0.5226734026510539,0.5117260490252765,0.11896476729012614,0.5862068965517241
LTE,262,7,O2,2688,11270,48.154337180967985,11.555142632043493,1122,-78,2025-03-03 07:00:30,True,4G,Germany,Munich City Center,0.5160431788340618,0.5056333584371395,0.03501522401043932,0.2413793103448276
NR,262,1,Telekom,1424,49606,48.15815311148485,11.591022143525507,893,-69,2025-07-14 22:41:16,True,5G,Germany,Munich City Center,0.5288034152500412,0.5781732739339794,0.010113092648977817,0.5517241379310345
UMTS,262,7,O2,1838,33030,48.14532365948943,11.56450548463852,1438,-66,2025-09-04 07:01:50,True,3G,Germany,Munich City Center,0.48590251864683204,0.5245628395810813,0.06937799043062201,0.6551724137931034
LTE,262,2,Vodafone,1909,19265,48.153851938709366,11.55589235690518,1858,-80,2025-04-21 12:05:57,True,4G,Germany,Munich City Center,0.5144205586339178,0.5071491253990129,0.11505002174858635,0.1724137931034483
UMTS,262,2,Vodafone,3446,32981,48.14244563470634,11.596651920858886,1077,-68,2024-11-26 23:49:52,True,3G,Germany,Munich City Center,0.4762785811875604,0.5895553567762737,0.03012179208351457,0.5862068965517241
LTE,262,1,Telekom,1623,23046,48.140225431419125,11.562376047307854,1247,-72,2025-07-27 05:30:50,True,4G,Germany,Munich City Center,0.4688543582591815,0.5202576192020424,0.04860809047411918,0.4482758620689655
UMTS,262,1,Telekom,1388,21889,48.1509571314678,11.575533497865177,1525,-60,2025-08-05 17:34:46,True,3G,Germany,Munich City Center,0.5047405016680387,0.5468588830475798,0.07883862548934319,0.8620689655172413
LTE,262,7,O2,3226,42844,48.14077088481066,11.585151412747717,1425,-70,2025-05-05 14:52:57,True,4G,Germany,Munich City Center,0.47067832077607624,0.566304040019268,0.06796433231839931,0.5172413793103449
NR,262,2,Vodafone,1435,46842,48.158077235947815,11.570748075862092,1431,-64,2025-03-25 08:19:57,True,5G,Germany,Munich City Center,0.5285496921315292,0.5371838876704962,0.06861678990865594,0.7241379310344828
LTE,262,1,Telekom,1168,48114,48.13735789334862,11.57097040980993,1918,-58,2025-10-05 00:26:52,True,4G,Germany,Munich City Center,0.4592654877203349,0.5376333945094177,0.12157459765115268,0.9310344827586207
GSM,262,2,Vodafone,4237,26524,48.147351101541716,11.582683675643365,1274,-84,2024-12-27 18:05:50,True,2G,Germany,Munich City Center,0.4926821598883476,0.5613148572343284,0.05154414963027403,0.034482758620689655
NR,262,7,O2,1580,48174,48.13215489542221,11.591862717464798,818,-57,2025-06-05 13:55:01,True,5G,Germany,Munich City Center,0.4418669833923797,0.5798727163178473,0.0019573727707699,0.9655172413793104
UMTS,262,2,Vodafone,4024,33044,48.14817624026027,11.56645844017955,1849,-79,2025-06-02 03:52:11,True,3G,Germany,Munich City Center,0.4954413728976494,0.5285112553778363,0.1140713353632014,0.20689655172413793
LTE,262,1,Telekom,3259,43917,48.1450325781578,11.557555736917958,1798,-65,2025-04-15 09:46:24,True,4G,Germany,Munich City Center,0.48492916061754004,0.5105120877299416,0.10852544584602,0.6896551724137931
LTE,262,1,Telekom,1584,14443,48.13241606660009,11.552701995083867,1311,-78,2024-12-02 13:23:01,True,4G,Germany,Munich City Center,0.4427403237113643,0.5006989657573921,0.05556763810352327,0.2413793103448276
LTE,262,1,Telekom,2677,45899,48.14236652321084,11.560094365044264,1589,-73,2025-02-05 23:12:00,True,4G,Germany,Munich City Center,0.4760140372234166,0.5156445954524187,0.08579817311874728,0.41379310344827586
GSM,262,1,Telekom,3822,23027,48.15132791041659,11.589650976329878,819,-67,2025-02-17 15:51:59,True,2G,Germany,Munich City Center,0.5059803636161907,0.5754010970454283,0.002066115702479339,0.6206896551724138
LTE,262,2,Vodafone,1947,30239,48.14555906171162,11.581335050443455,1729,-83,2025-10-04 22:21:59,True,4G,Germany,Munich City Center,0.48668968916652067,0.5585882549480234,0.10102218355806873,0.06896551724137931
NR,262,1,Telekom,1385,49972,48.15714297801107,11.576219215363615,1663,-76,2025-01-01 23:09:03,True,5G,Germany,Munich City Center,0.525425591183245,0.5482452422073569,0.09384515006524576,0.3103448275862069
LTE,262,2,Vodafone,1422,13906,48.15088614847646,11.56708262632242,1859,-68,2025-01-18 09:46:55,True,4G,Germany,Munich City Center,0.5045031389207361,0.5297732126394562,0.11515876468029577,0.5862068965517241
LTE,262,7,O2,1564,43254,48.15919537965488,11.567515464305478,1148,-77,2025-01-21 01:05:43,True,4G,Germany,Munich City Center,0.532288695760176,0.5306483090222631,0.03784254023488473,0.27586206896551724
LTE,262,1,Telekom,4457,21683,48.15689484907099,11.5923311629248,1607,-56,2025-01-09 12:48:40,True,4G,Germany,Munich City Center,0.5245958633034651,0.5808198026264365,0.08775554588951719,1.0
LTE,262,1,Telekom,1920,12550,48.13407348063748,11.598424033537535,1430,-61,2024-12-31 22:02:34,True,4G,Germany,Munich City Center,0.44828261408137426,0.5931381509295482,0.0685080469769465,0.8275862068965517
NR,262,7,O2,3313,41828,48.1377953603648,11.553313677361485,1273,-62,2025-04-29 04:10:52,True,5G,Germany,Munich City Center,0.46072835045484645,0.501935643150606,0.05143540669856459,0.7931034482758621
LTE,262,1,Telekom,4872,18870,48.136971354833726,11.559770845511396,1068,-58,2025-04-23 05:24:57,True,4G,Germany,Munich City Center,0.45797292675462803,0.5149905152097822,0.029143105698129623,0.9310344827586207
LTE,262,1,Telekom,3422,35243,48.149015693128916,11.567665174819707,1077,-57,2025-05-07 14:02:32,True,4G,Germany,Munich City Center,0.498248451542468,0.5309509883956046,0.03012179208351457,0.9655172413793104
NR,262,7,O2,3105,12698,48.14737049026946,11.560923472650389,1438,-72,2025-08-27 14:48:16,True,5G,Germany,Munich City Center,0.4927469945987063,0.5173208556132127,0.06937799043062201,0.4482758620689655
NR,262,2,Vodafone,3380,27144,48.156870874975205,11.59711826378079,1504,-58,2025-09-02 19:47:39,True,5G,Germany,Munich City Center,0.524515695405048,0.5904981922483897,0.07655502392344497,0.9310344827586207
UMTS,262,2,Vodafone,4924,16091,48.132421009442865,11.599826641364723,1238,-66,2025-09-29 17:51:51,True,3G,Germany,Munich City Center,0.4427568522728915,0.5959738933646271,0.047629404088734235,0.6551724137931034
NR,262,1,Telekom,4616,30600,48.137683469284376,11.563765626170804,1653,-58,2025-04-27 18:25:41,True,5G,Germany,Munich City Center,0.4603541935794217,0.5230670201423291,0.09275772074815138,0.9310344827586207
LTE,262,1,Telekom,3940,20247,48.13045918548835,11.55136453019494,1930,-76,2025-01-07 13:20:11,True,4G,Germany,Munich City Center,0.4361966339053065,0.4979949269894346,0.12287951283166594,0.3103448275862069
NR,262,1,Telekom,2065,28898,48.13851656370161,11.586439911141612,1742,-73,2025-05-29 23:26:56,True,5G,Germany,Munich City Center,0.4631400099546737,0.5689090800755648,0.10243584167029143,0.41379310344827586
LTE,262,2,Vodafone,2229,20211,48.15765577352398,11.594531578501648,1359,-71,2025-03-25 03:23:02,True,4G,Germany,Munich City Center,0.5271403477672002,0.5852685242898428,0.06078729882557634,0.4827586206896552
UMTS,262,2,Vodafone,1216,22801,48.13514204530167,11.565772198408194,1112,-66,2025-03-30 14:39:48,True,3G,Germany,Munich City Center,0.4518558284469221,0.5271238362617882,0.033927794693344934,0.6551724137931034
LTE,262,7,O2,2040,47833,48.13569761301402,11.5970060042238,834,-65,2025-06-03 09:25:06,True,4G,Germany,Munich City Center,0.4537136126291284,0.5902712298834821,0.0036972596781209223,0.6896551724137931
LTE,262,7,O2,3425,31877,48.147961071108135,11.581117517390778,1300,-73,2025-01-30 03:48:20,True,4G,Germany,Munich City Center,0.494721860516978,0.55814845438756,0.05437146585471944,0.41379310344827586
UMTS,262,2,Vodafone,3360,10238,48.15505751559896,11.568064102778997,1068,-80,2025-08-17 01:09:27,True,3G,Germany,Munich City Center,0.5184519334351361,0.5317575267028711,0.029143105698129623,0.1724137931034483
GSM,262,7,O2,1252,31003,48.14728707828174,11.598348982000982,1900,-57,2024-11-05 14:36:57,True,2G,Germany,Munich City Center,0.49246807005369947,0.5929864144121146,0.11961722488038277,0.9655172413793104
LTE,262,7,O2,2015,20475,48.15626648080927,11.589498750317517,1408,-66,2024-10-27 02:14:05,True,4G,Germany,Munich City Center,0.5224946385719488,0.575093331927762,0.06611570247933884,0.6551724137931034
NR,262,7,O2,3776,33369,48.14122198987225,11.555340312392152,825,-68,2025-06-29 20:07:04,True,5G,Germany,Munich City Center,0.4721867882937456,0.5060330215093168,0.0027185732927359724,0.5862068965517241
LTE,262,7,O2,1652,32027,48.137690192005856,11.550305530792018,1949,-57,2025-01-19 16:20:57,True,4G,Germany,Munich City Center,0.4603766739456296,0.4958538798004934,0.12494562853414529,0.9655172413793104
NR,262,7,O2,1769,36593,48.14040246641238,11.584462285778228,1654,-64,2025-05-21 09:34:35,True,5G,Germany,Munich City Center,0.4694463523633397,0.5649107877126318,0.0928664636798608,0.7241379310344828
LTE,262,1,Telekom,4706,20041,48.14113193527788,11.556017872469196,1727,-65,2025-08-01 17:32:26,True,4G,Germany,Munich City Center,0.47188565128158483,0.5074028882857203,0.10080469769464985,0.6896551724137931
LTE,262,2,Vodafone,3936,32159,48.13983912533283,11.594994013708051,1297,-75,2025-04-20 10:23:09,True,4G,Germany,Munich City Center,0.46756257452037586,0.5862034592822565,0.05404523705959113,0.3448275862068966
LTE,262,2,Vodafone,1780,18300,48.15228721217674,11.589703986986995,1673,-83,2024-11-14 14:11:36,True,4G,Germany,Munich City Center,0.5091882095661228,0.5755082720996273,0.09493257938234015,0.06896551724137931
UMTS,262,7,O2,2583,34500,48.15291633118492,11.59261222346968,1849,-76,2024-12-03 02:49:06,True,3G,Germany,Munich City Center,0.5112919447475412,0.5813880408028457,0.1140713353632014,0.3103448275862069
GSM,262,7,O2,3570,23957,48.156005546554155,11.580167421880516,933,-56,2025-03-29 05:36:51,True,2G,Germany,Munich City Center,0.5216220905080882,0.5562275852011747,0.014462809917355372,1.0
